ve	vE
Mısırlı	musurlu
Nuri	nuri
Oda	oda
Projenin	proZenin
Ramazan	ramazan
Roy	roy
Safevi	safevi
Takip	takip
Yasa	yasa
anlamındadır	anlamundadur
araziler	arazilEr
arttırdı	arturdu
bahsedilmiştir	bahsedilmiStir
bilmek	bilmEk
birbirinin	birbirinin
dalgaların	dalgalarun
devri	dEvri
dillerin	dillerin
egemenlik	eTemEnlik
eklenmesi	EklEnmesi
element	elemEnt
eleştirmeni	elEStirmeni
eleştirmenleri	elEStirmEnleri
eğri	Eyri
gidermek	TidErmEk
güneyden	TinEydEn
hac	haj
hapishanede	hapishanedE
hediyeler	hediyelEr
iyileşme	iyilESmE
kaybettiler	kaybetilEr
kelimelerin	kelimelerin
korumayı	korumayu
listelerine	listelerinE
maliyetleri	maliyEtleri
menzilli	mEnzilli
merkezî	mErkezu
meyveler	mEyvelEr
mimarı	mimaru
nötron	nEtron
paylaşım	paylaSum
pazarında	pazarunda
proteinler	proteinlEr
saatler	saatlEr
sayfalık	sayfaluk
sorumluluğunu	sorumlulunu
süreçler	sirEClEr
sürümünde	sirimendE
süslü	sesle
sırasına	surasuna
tarzına	tarzuna
taşımıştır	taSumuStur
tescil	tEsjil
tümünü	timine
türbe	terbE
uygulamalarda	uygulamalarda
uzunluğundaki	uzunlundaki
yollardan	yollardan
yolların	yollarun
yönlerini	yEnlerini
yüce	yijE
Özbek	EzbEk
Üçlü	eCle
çalışanlar	CaluSanlar
çekirdeğin	Cekirdeyin
çubuğu	Cubu
üçe	iCE
şeffaf	SEffaf
şirkette	SirketE
Aleksios	alEksios
Balık	baluk
Burak	burak
Gary	gary
Gazetecilik	gazetejilik
Hayvan	hayvan
Intel	untEl
Kapısı	kapusu
Milliyet	milliyEt
Tamamen	tamamEn
Tur	tur
Tv	tEvE
alandan	alandan
altyapısı	altyapusu
anlatıldığı	anlatulduuu
ağzında	azunda
bazılarında	bazularunda
c	jE
cezasını	jezasunu
düşmana	deSmana
ekim	ekim
etkisinden	EtkisindEn
finansman	finansman
fonksiyonları	fonksiyonlaru
gerçekleşmektedir	TErCEklESmEktedir
gerçekleşmişti	TErCEklESmiSti
görünüyordu	TEriniyordu
habersiz	habErsiz
iletişime	iletiSimE
inkar	inkar
işletmeler	iSlEtmelEr
kapının	kapunun
konsey	konsEy
kırıklığı	kurukluuu
kıymetli	kuymEtli
maliyetli	maliyEtli
mimarisinin	mimarisinin
mistik	mistik
müziğine	miziyinE
nedenini	nedenini
ofisi	ofisi
olaylarda	olaylarda
oyunculuğu	oyunjulu
parasını	parasunu
sahile	sahilE
sekreter	sEkretEr
seni	seni
tortu	tortu
tutulduğu	tutuldu
tüy	tey
yaklaşımlar	yaklaSumlar
yanan	yanan
yapmakla	yapmakla
yapmanın	yapmanun
yazılarında	yazularunda
yaşanmaktadır	yaSanmaktadur
yerleşir	yErleSir
çekildiler	CekildilEr
öfke	EfkE
öğrenmeye	ErEnmeyE
üniversiteden	inivErsitedEn
İlyas	ilyas
Avcı	avju
County	jounty
Hepsi	hEpsi
Jordan	Zordan
Kariyerinin	kariyerinin
Kolej	kolEZ
Letonya	letonya
Michel	mijhEl
Morgan	morgan
Nicholas	nijholas
Old	old
Sert	sErt
Stratejik	strateZik
Walker	walkEr
anlayışına	anlayuSuna
antrenörlük	antrenErlek
arttığı	artuuu
ayrılmaya	ayrulmaya
ağa	a
boşandı	boSandu
by	by
dökülen	dEkilEn
edilme	edilmE
eren	erEn
etkinliğinde	EtkinliyindE
etkinliğini	Etkinliyini
gereksinim	TerEksinim
gözlenmiştir	TEzlEnmiStir
hazırlanması	hazurlanmasu
idaresine	idaresinE
istemci	istEmji
kanıtladı	kanutladu
kapasite	kapasitE
kapıdan	kapudan
kemiği	kemiyi
koleksiyon	kolEksiyon
kullanılamaz	kullanulamaz
kura	kura
kökü	kEke
kötülük	kEtilek
köylerinden	kEylerindEn
manuel	manuEl
mevsim	mEvsim
muhtelif	muhtelif
nakit	nakit
nedenler	nedEnlEr
noktasıdır	noktasudur
odaklandı	odaklandu
puanlar	puanlar
romanında	romanunda
saklanır	saklanur
sistemlerine	sistEmlerinE
siyaseti	siyaseti
sordu	sordu
sözlerinin	sEzlerinin
sıradadır	suradadur
sıralar	suralar
tarafını	tarafunu
tasarımında	tasarumunda
teorisine	teorisinE
tepede	tepedE
terörist	terErist
toplantılar	toplantular
türlerine	terlerinE
vücuda	vijuda
yaşayanlar	yaSayanlar
yetiştiriciliği	yetiStirijiliyi
zemine	zeminE
zirvesine	zirvesinE
çalışanların	CaluSanlarun
çıkarmış	CukarmuS
Arsenal	arsenal
Bilecik	bilejik
Binbaşı	binbaSu
Brezilyalı	brezilyalu
Clark	jlark
Kadıköy	kadukEy
Karşıyaka	karSuyaka
Köye	kEyE
Manyetik	manyetik
Metro	mEtro
aktivite	aktivitE
analog	analog
anlaşmayı	anlaSmayu
aralıksız	araluksuz
ayaklı	ayaklu
başlıkları	baSluklaru
başvurdu	baSvurdu
burası	burasu
büyümüştür	biyimeSter
dekoratif	dekoratif
denklemi	dEnklemi
değiştirilebilir	deyiStirilebilir
durumdaki	durumdaki
duyduğunu	duydunu
düşürüldü	diSirelde
edebilecek	edebilejEk
ediyorlardı	ediyorlardu
from	from
gidecek	TidejEk
gruplarından	gruplarundan
hamam	hamam
hasat	hasat
hattını	hatunu
hikâyeyi	hikayeyi
huzur	huzur
ilerlemesini	ilErlemesini
istemediğini	istemediyini
kalmışlardır	kalmuSlardur
kamuoyu	kamuoyu
kesik	kesik
komutanlığı	komutanluuu
kullanımında	kullanumunda
kökenlidir	kEkEnlidir
mafya	mafya
mahkemesi	mahkemesi
master	mastEr
mecbur	mEjbur
mutfağında	mutfaunda
mücadelesinde	mijadelesindE
okunan	okunan
olabilirdi	olabilirdi
revize	revizE
saldırmak	saldurmak
savunmaktadır	savunmaktadur
sporları	sporlaru
statüsünü	statisine
sürümünü	sirimine
sınıflandırılır	sunuflandurulur
sınırlarının	sunurlarunun
tahminler	tahminlEr
terimler	terimlEr
teşhisi	tEShisi
tiyatroya	tiyatroya
vatan	vatan
yakalanır	yakalanur
yarışında	yaruSunda
yayınevi	yayunevi
yaşın	yaSun
yetkisine	yEtkisinE
yönetmenliğinde	yEnEtmEnliyindE
zorlar	zorlar
zorunluluğu	zorunlulu
çevrilen	CEvrilEn
ödemek	EdemEk
üretmiştir	irEtmiStir
İnsanın	insanun
And	and
Bahşın	bahSun
Burdur	burdur
Catherine	jatherinE
Ed	Ed
Ermenice	ErmenijE
Konstantinopolis	konstantinopolis
Koyu	koyu
Maçı	maCu
News	nEws
Orton	orton
PKK	pEkEkE
Senfoni	sEnfoni
Stadyumu	stadyumu
Z	zE
albümlerinden	albemlerindEn
askerlerine	askErlerinE
belirleme	belirlemE
buralarda	buralarda
bölünür	bEliner
dedektif	dedEktif
deli	deli
devir	devir
duvara	duvara
düşünülüyor	diSiniliyor
editörlüğünü	editErline
etkisinde	EtkisindE
evinden	evindEn
fonksiyonel	fonksiyonEl
formül	formel
gezegenlerin	TezeTEnlerin
geçmişti	TECmiSti
gittiğinde	TitiyindE
göründüğü	TErende
günah	Tinah
haklarına	haklaruna
hatalar	hatalar
işlemini	iSlemini
kapandı	kapandu
karakteriyle	karakteriylE
kondu	kondu
konseri	konseri
konumdadır	konumdadur
koordinat	koordinat
kullanmışlardır	kullanmuSlardur
köken	kETEn
mülk	melk
müzeye	mizeyE
nişanlısı	niSanlusu
olayla	olayla
olgu	olgu
olmalarını	olmalarunu
oyunculardan	oyunjulardan
performansları	pErformanslaru
rütbe	retbE
serisini	serisini
sizi	sizi
skor	skor
söylerken	sEylErTEn
sürdürmeye	serdermeyE
sıfatıyla	sufatuyla
taraflar	taraflar
telgraf	tElgraf
und	und
uygulamayı	uygulamayu
vatandaş	vatandaS
vergiler	vErTilEr
yayınlayan	yayunlayan
çekildiği	Cekildiyi
çevresini	CEvresini
öğle	ElE
İlgili	ilTili
İsmi	ismi
Şimdiye	SimdiyE
Araştırmacılar	araSturmajular
Ağaç	aC
Biraz	biraz
Danimarkalı	danimarkalu
Demiryolu	demiryolu
Do	do
Eddie	ediE
Kalp	kalp
Konferansı	konferansu
Ovası	ovasu
Topçu	topCu
almayan	almayan
alıntı	aluntu
ata	ata
atışı	atuSu
açmaktadır	aCmaktadur
bozuklukları	bozukluklaru
bulduğunu	buldunu
değişimleri	deyiSimleri
duyurmuştur	duyurmuStur
dönüşen	dEniSEn
düşünülmüştür	diSinelmeSter
gecenin	TejEnin
gelebilecek	TelebilejEk
gelişmesinde	TeliSmesindE
girerken	TirErTEn
giyme	TiymE
hakimiyetine	hakimiyetinE
halkları	halklaru
inanmaktadır	inanmaktadur
istisna	istisna
izlemeye	izlemeyE
içeriğini	iCeriyini
kalanını	kalanunu
karlı	karlu
katliam	katliam
kazandıran	kazanduran
kulübüne	kulibinE
kurtardı	kurtardu
kurulmuştu	kurulmuStu
köleler	kElelEr
logosu	logosu
mahrum	mahrum
manastıra	manastura
maske	maskE
menajeri	menaZeri
müthiş	methiS
sana	sana
sezonundan	sezonundan
solda	solda
tramvay	tramvay
törenleri	tErEnleri
türlerinde	terlerindE
uygulamalı	uygulamalu
yıllardaki	yullardaki
çaldığı	Calduuu
çene	CenE
çokça	CokCa
örgütleri	ErTetleri
öğeleri	Eeleri
üniversiteler	inivErsitelEr
İlkokulu	ilkokulu
Ağ	a
Başkanlığına	baSkanluuuna
Düzce	dezjE
Florida	florida
Gelecek	TelejEk
Hamdi	hamdi
Hindu	hindu
Kentte	kEntE
Kongo	kongo
Makedon	makedon
Neolitik	neolitik
Ortaçağ	ortaCa
Rollins	rollins
Rönesans	rEnesans
Sanatçısı	sanatCusu
Tayland	tayland
Wright	wriTht
aktarma	aktarma
alımı	alumu
araştırmaların	araSturmalarun
ayrılmaz	ayrulmaz
bahsedilmektedir	bahsedilmEktedir
basına	basuna
bağlanarak	balanarak
birimidir	birimidir
buluntular	buluntular
buyruk	buyruk
cisimler	jisimlEr
dalıdır	daludur
denedi	denedi
değillerdir	deyillErdir
edinen	edinEn
elma	Elma
filmiyle	filmiylE
filmlerinden	filmlerindEn
flaş	flaS
formülü	formile
gerçekleştirilmektedir	TErCEklEStirilmEktedir
geçirilmiştir	TeCirilmiStir
girişimler	TiriSimlEr
giyer	TiyEr
gül	Tel
hayranı	hayranu
heykeltıraş	hEykElturaS
ilerlerken	ilErlErTEn
incelemeler	injelemelEr
is	is
iyileştirmek	iyilEStirmEk
işlerin	iSlerin
işletilen	iSletilEn
kartal	kartal
karşılaşmasında	karSulaSmasunda
karşılaşılan	karSulaSulan
kazananı	kazananu
kelimelerinin	kelimelerinin
kenarına	kenaruna
kitaplarını	kitaplarunu
konserde	konsErdE
kuşları	kuSlaru
köylerin	kEylerin
köylerinde	kEylerindE
malların	mallarun
modifiye	modifiyE
noktasının	noktasunun
oksit	oksit
oranlarında	oranlarunda
oynaması	oynamasu
oynanabilir	oynanabilir
oyundur	oyundur
projeyi	proZeyi
samimi	samimi
tümör	timEr
tüylü	teyle
varlıklarını	varluklarunu
yapılanma	yapulanma
yarışta	yaruSta
yolsuzluk	yolsuzluk
yorumladı	yorumladu
yorumları	yorumlaru
yönetmenin	yEnEtmenin
z	zE
zarif	zarif
çalarak	Calarak
çekmeyi	CEkmeyi
önderliğindeki	EndErliyindeki
önünü	Enine
şifre	SifrE
şovu	Sovu
şöhret	SEhrEt
Bart	bart
Boyu	boyu
Geriye	TeriyE
Gold	gold
Hüsrev	hesrEv
Jericho	Zerijho
Just	Zust
Kazan	kazan
Kuvvetler	kuvvEtlEr
Kısaca	kusaja
Marshall	marshall
Milliyetçi	milliyEtCi
Oyuncusu	oyunjusu
Politik	politik
Renk	rEnk
Vatan	vatan
We	wE
Yemek	yemEk
Yugoslav	yugoslav
adamlarından	adamlarundan
aralıklı	araluklu
arzusu	arzusu
atası	atasu
ayağa	aya
bağırsak	baursak
bilgisayara	bilTisayara
biriminin	biriminin
bozulmuş	bozulmuS
değerlere	deyErlerE
diziler	dizilEr
diğerinin	diyerinin
dolaylarında	dolaylarunda
doğaya	doaya
dönmesine	dEnmesinE
dönmesini	dEnmesini
emirler	emirlEr
fındık	funduk
gemilere	TemilerE
gencin	TEnjin
gençleri	TEnCleri
götüren	TEtirEn
hamle	hamlE
havuzu	havuzu
huzuruna	huzuruna
hızlarda	huzlarda
idaresini	idaresini
iktisat	iktisat
işgalinden	iSgalindEn
kapanış	kapanuS
kayıplara	kayuplara
kesici	kesiji
kullanılmaktaydı	kullanulmaktaydu
lisanslı	lisanslu
logo	logo
metrede	mEtredE
motosiklet	motosiklEt
nitelik	nitelik
oluşuyor	oluSuyor
sonuçla	sonuCla
taraftaki	taraftaki
tarla	tarla
tesisler	tesislEr
tutucu	tutuju
türlerde	terlErdE
yazarlarından	yazarlarundan
yenileme	yenilemE
yerleştiği	yErlEStiyi
Çeyrek	CEyrEk
Çizgi	Cizgi
çocuğudur	Cojudur
ölçülebilir	ElCilebilir
ATP	atp
Abdurrahman	abdurrahman
Ailesinin	ailesinin
Bahar	bahar
Bakan	bakan
Bayram	bayram
Buenos	buenos
Eleştirmenler	elEStirmEnlEr
Evrensel	EvrEnsEl
Fas	fas
Floransa	floransa
Glenn	glEnn
Great	great
Heyeti	heyeti
Kartal	kartal
Kulesi	kulesi
Kürtler	kertlEr
LGBT	lETEbetE
Liman	liman
Nexus	nEksus
Ordunun	ordunun
Parker	parkEr
Pink	pink
Stefan	stefan
Ulu	ulu
Umut	umut
Valiliği	valiliyi
Yayıncılık	yayunjuluk
abartılı	abartulu
akrabası	akrabasu
albümüyle	albimeylE
anime	animE
anlamlara	anlamlara
atanmış	atanmuS
açıklığı	aCukluuu
aşiret	aSirEt
bacak	bajak
başlangıcından	baSlangujundan
benimsedi	benimsedi
birleşir	birleSir
birleşti	birlESti
bunda	bunda
denizci	denizji
denli	dEnli
düzeye	dizeyE
edilecektir	edilejEktir
eklenmiş	EklEnmiS
eksiksiz	Eksiksiz
evet	evEt
firmalar	firmalar
fotoğraflarını	fotoraflarunu
gemide	TemidE
gruplarına	gruplaruna
gösterişli	TEsteriSli
gözlemlenen	TEzlEmlenEn
harfler	harflEr
hazırlamak	hazurlamak
iyileştirme	iyilEStirmE
izlenme	izlEnmE
kafes	kafEs
kaldıkları	kalduklaru
kalmadan	kalmadan
kanallar	kanallar
kavuşmuştur	kavuSmuStur
kazandıkları	kazanduklaru
konuşmak	konuSmak
korkan	korkan
koşullarını	koSullarunu
kulübüdür	kulibider
molekülleri	molekelleri
mütevazı	mitevazu
olmayacak	olmayajak
oturduğu	oturdu
oyulmuş	oyulmuS
paylaşan	paylaSan
piyanist	piyanist
renklerde	rEnklErdE
statü	state
sürgünde	serTendE
sıradışı	suraduSu
temsilen	tEmsilEn
tezini	tezini
tuzağa	tuza
türevi	tirevi
uçuşlar	uCuSlar
vekil	vekil
yasakladı	yasakladu
yayınlamaya	yayunlamaya
yetiştirilir	yetiStirilir
yiyen	yiyEn
yıldönümü	yuldEnime
yıldırım	yuldurum
Çavuş	CavuS
ödüllerini	Edellerini
örümcek	EremjEk
özerklik	EzErklik
şiirlerini	Siirlerini
şövalye	SEvalyE
Aleksandr	alEksandr
Amerikalılar	amerikalular
Boğazı	boazu
Cemil	jemil
Dragon	dragon
Dünyadaki	denyadaki
Efes	efEs
FM	fEmE
Golden	goldEn
Hayatta	hayata
Jedi	Zedi
Kelly	kElly
Kürdistan	kerdistan
Ludwig	ludwiT
Mektebi	mEktebi
Nathan	nathan
Single	singlE
Teksas	tEksas
Tıpkı	tupku
Yazı	yazu
anlamları	anlamlaru
araştırmada	araSturmada
askerlerden	askErlErdEn
atletizm	atletizm
bakanlığı	bakanluuu
civarındaki	jivarundaki
delikler	deliklEr
denklemleri	dEnklEmleri
değerlendirdi	deyErlEndirdi
değişikliğine	deyiSikliyinE
direktörlüğünü	dirEktErline
dokunmatik	dokunmatik
duvarın	duvarun
düzenleyici	dizEnleyiji
düşünceler	diSenjElEr
dışişleri	duSiSleri
feodal	feodal
formları	formlaru
gelecektir	TelejEktir
genişlemesi	TeniSlemesi
görevinin	TErevinin
gözlemlenebilir	TEzlEmlenebilir
hastalığına	hastaluuuna
hazırlayıp	hazurlayup
hedefleyen	hedEfleyEn
hükümdarlık	hikemdarluk
inancına	inanjuna
inşasına	inSasuna
kapsayacak	kapsayajak
kapılarını	kapularunu
kardeşlerin	kardESlerin
karışım	karuSum
kazasının	kazasunun
kelimesini	kelimesini
köylere	kEylerE
kısma	kusma
mekanı	mekanu
memleketi	mEmleketi
metreyi	mEtreyi
noktanın	noktanun
ordudan	ordudan
saltanat	saltanat
silahlarını	silahlarunu
silindirik	silindirik
sinyalleri	sinyalleri
sonları	sonlaru
sonuçların	sonuClarun
suyla	suyla
tanıtılmıştır	tanutulmuStur
tarafının	tarafunun
tarayıcı	tarayuju
tavan	tavan
tümeni	timeni
uzlaşma	uzlaSma
varlığından	varluuundan
vatandaşlarının	vatandaSlarunun
yakalama	yakalama
yazmayı	yazmayu
yetiştirilmektedir	yetiStirilmEktedir
yolladı	yolladu
yöntemidir	yEntemidir
zırhı	zurhu
çağında	Caunda
İzzet	izzEt
şartlarına	Sartlaruna
Altıncı	altunju
Amaç	amaC
Arapların	araplarun
Danny	danny
Doları	dolaru
Fuat	fuat
Iğdır	uudur
Karaca	karaja
Laura	laura
Marvel	marvEl
May	may
Nişanı	niSanu
Siirt	siirt
Test	tEst
adadan	adadan
adaylar	adaylar
albümler	albemlEr
anıları	anularu
ağzına	azuna
aşı	aSu
bastırmak	basturmak
başlatmak	baSlatmak
benlik	bEnlik
binden	bindEn
bırakmış	burakmuS
doktorlar	doktorlar
düşürdü	diSerde
etkilere	EtkilerE
etmediği	Etmediyi
etrafını	Etrafunu
fiber	fibEr
finaline	finalinE
fonksiyonlar	fonksiyonlar
fren	frEn
futbolcular	futboljular
golcü	golje
görünümlü	TErinemle
gösterdiğini	TEstErdiyini
gözünde	TEzendE
göçler	TEClEr
halkası	halkasu
hayvanlara	hayvanlara
hedeflere	hedEflerE
ikilinin	ikilinin
karşılaştılar	karSulaStular
kesmek	kEsmEk
keşfeder	kESfedEr
kısımlarını	kusumlarunu
mod	mod
muaf	muaf
mutfağı	mutfau
müzesine	mizesinE
oluştuğunu	oluStunu
pozisyonunda	pozisyonunda
programlarının	programlarunun
proton	proton
rahatsızlığı	rahatsuzluuu
rasyonel	rasyonEl
rehber	rEhbEr
saklı	saklu
sarayına	sarayuna
sorumluydu	sorumluydu
sunulmaktadır	sunulmaktadur
tanımlamaktadır	tanumlamaktadur
tir	tir
toplantıya	toplantuya
toplumdaki	toplumdaki
uyan	uyan
uyanır	uyanur
viral	viral
yargılama	yargulama
zenginlik	zEnTinlik
çıkardıkları	Cukarduklaru
İngilizcede	inTilizjEdE
İttihat	itihat
ırkı	urku
ışını	uSunu
Emekli	emEkli
Fars	fars
Ferdinand	fErdinand
Kıbrıslı	kubruslu
Sean	sean
Steven	stevEn
Story	story
Telefon	telefon
Wrestling	wrEstling
alınacak	alunajak
alındığını	alunduuunu
amaçlamaktadır	amaClamaktadur
anlaşılabilir	anlaSulabilir
araçlarını	araClarunu
bağlanması	balanmasu
beklediği	bEklediyi
belirlediği	belirlediyi
besleme	bEslemE
bozuldu	bozuldu
bölümlerin	bElemlerin
değiştirmiş	deyiStirmiS
donanmasının	donanmasunun
duydu	duydu
ekleme	EklemE
eleştirileri	elEStirileri
etkilerinin	Etkilerinin
gemilerini	Temilerini
geometri	TeomEtri
gündür	Tender
halklar	halklar
hareketlerine	harekEtlerinE
insanlarının	insanlarunun
istenir	istenir
iyilik	iyilik
kaderini	kaderini
karşılar	karSular
katsayısı	katsayusu
katılmayı	katulmayu
kendilerinden	kEndilerindEn
koşullara	koSullara
kullanılabilen	kullanulabilEn
kullanıyordu	kullanuyordu
kupada	kupada
kurulmasından	kurulmasundan
kızların	kuzlarun
liderler	lidErlEr
lı	lu
metrekarelik	mEtrekarelik
mezarlar	mezarlar
müdürlüğü	miderle
nişancı	niSanju
okulunun	okulunun
olmayacaktır	olmayajaktur
omuz	omuz
rakamı	rakamu
reformlar	reformlar
sabiti	sabiti
seçimde	seCimdE
silahın	silahun
sinemalarda	sinemalarda
soruları	sorularu
sırf	surf
tanıtılan	tanutulan
toksik	toksik
uyarır	uyarur
verimlilik	verimlilik
vurguladı	vurguladu
yaptırılan	yapturulan
yarıya	yaruya
yayılmasını	yayulmasunu
yazısında	yazusunda
zorunludur	zorunludur
çalmayı	Calmayu
çağın	Caun
çekip	Cekip
çerçevede	CErCevedE
çevresinin	CEvresinin
çözme	CEzmE
çıkarıp	Cukarup
ülkedir	elkedir
üretme	irEtmE
ürünüdür	irinider
Şarkıcı	Sarkuju
şebekesi	Sebekesi
şiirsel	SiirsEl
şöyledir	SEyledir
Ambrose	ambrosE
Ekip	ekip
Holland	holland
Iron	uron
Ken	kEn
Kışın	kuSun
Ligin	liTin
Meksikalı	mEksikalu
Milano	milano
NXT	nEikstE
Oyunu	oyunu
Rumlar	rumlar
Terry	tErry
Tuva	tuva
Ukraynalı	ukraynalu
Varşova	varSova
adadı	adadu
adaylığını	adayluuunu
adımı	adumu
aklına	akluna
al	al
alanlardan	alanlardan
anlamaya	anlamaya
arabayı	arabayu
atmosferik	atmosferik
avukatlık	avukatluk
ayırma	ayurma
açısıyla	aCusuyla
ağırlığında	aurluuunda
balıklar	baluklar
bitmiş	bitmiS
bulunurdu	bulunurdu
diploması	diplomasu
duymaya	duymaya
döküm	dEkem
düşüncesini	diSenjesini
edindiği	edindiyi
elit	elit
ettirmek	etirmEk
ettiğinden	etiyindEn
evlendiği	EvlEndiyi
felaket	felakEt
haberleşme	habErlESmE
halihazırda	halihazurda
hedeflerine	hedEflerinE
heyet	heyEt
iPhone	i phonE
imzalı	imzalu
işlemlerin	iSlEmlerin
karadan	karadan
kiralandı	kiralandu
korunmak	korunmak
kumanda	kumanda
kuşattı	kuSatu
lezbiyen	lEzbiyEn
listelere	listelerE
mallar	mallar
mağaza	maza
medyanın	mEdyanun
metropol	mEtropol
moral	moral
mutluluk	mutluluk
nitelikte	niteliktE
olamayacağını	olamayajaunu
olmakta	olmakta
rapçi	rapCi
saran	saran
sayımı	sayumu
serbestçe	sErbEstCE
sergileyen	sErTileyEn
seçimlerine	seCimlerinE
sonbahar	sonbahar
sonuncusu	sonunjusu
söylemesi	sEylemesi
sıfıra	sufura
tabanca	tabanja
tepesi	tepesi
uygulamalarını	uygulamalarunu
uğrattı	uratu
varmış	varmuS
yargıç	yarguC
yatakları	yataklaru
yatar	yatar
yaşadıklarını	yaSaduklarunu
yöneticilik	yEnetijilik
Üniversitede	inivErsitedE
çatışmaların	CatuSmalarun
çizer	CizEr
çocuklu	Cojuklu
çıkarmayı	Cukarmayu
önerir	Enerir
özgürlüğünü	EzTerline
üstünden	estendEn
üçer	iCEr
ısıl	usul
Amacı	amaju
America	amerija
Battle	batlE
Bitlis	bitlis
Buda	buda
Doctor	dojtor
Dünyası	denyasu
For	for
Girls	Tirls
Harekât	harekat
Harekâtı	harekatu
Hükümeti	hikimeti
IBM	ubm
Institute	unstitutE
Junior	Zunior
Karısı	karusu
Kelime	kelimE
Kenan	kenan
Kişisel	kiSisEl
Lynch	lynjh
Mirza	mirza
Normalde	normaldE
Pokémon	pokemon
Programın	programun
Rol	rol
Temsilcisi	tEmsiljisi
Tepesi	tepesi
Warren	warrEn
Yüzey	yizEy
adamıdır	adamudur
ailelerinden	ailelerindEn
akıcı	akuju
alabilmek	alabilmEk
anonim	anonim
ayrıldığını	ayrulduuunu
bağımlılığı	baumluluuu
bünyesindeki	benyesindeki
canlandırmıştır	janlandurmuStur
dalış	daluS
davada	davada
dağıtılır	dautulur
dörtlü	dErtle
düşünme	diSenmE
edinmiştir	edinmiStir
eklemiştir	EklemiStir
ekonomisine	ekonomisinE
eliptik	eliptik
fidye	fidyE
fiziki	fiziki
genişliğindedir	TeniSliyindedir
getirdiler	TetirdilEr
göçmenlerin	TECmEnlerin
güçtür	TeCter
hayvanlarda	hayvanlarda
iklime	iklimE
ilişkilerde	iliSkilErdE
