va	vE
holatlarda	holEtlErdE
imperiya	imperiyE
ishlashi	iSlESi
jarayonlarning	jErEyonlErniN
jarrohlik	jErrohlik
jinsi	jinsi
jon	jon
jurnallar	jurnEllEr
katolik	kEtolik
koʻn	kon
mahkamasi	mEhkEmEsi
mahsulotning	mEhsulotniN
maksimal	mEksimEl
mamlakatlariga	mEmlEkEtlErigE
mana	mEnE
maorif	mEorif
masofani	mEsofEni
mavzui	mEvzui
metamorfik	metEmorfik
mexanizmlar	meXEnizmlEr
molekulalarning	molekulElErniN
muallifning	muEllifniN
muammolariga	muEmmolErigE
navbatdagi	nEvbEtdEgi
nazariyasida	nEzEriyEsidE
nazariyasining	nEzEriyEsiniN
nitrat	nitrEt
odamni	odEmni
ohak	ohEk
oksidi	oksidi
olma	olmE
oroli	oroli
otasining	otEsiniN
oʻqitish	oqitiS
oʻstirish	ostiriS
oʻtkazildi	otkEzildi
parazit	pErEzit
parvoz	pErvoz
qadam	qEdEm
qaytgan	qEytgEn
qobiliyatiga	qobiliyEtigE
qolganlari	qolgEnlEri
qonli	qonli
qoplanadi	qoplEnEdi
qoshidagi	qoSidEgi
radiotexnika	rEdioteXnikE
rasmlari	rEsmlEri
saqlaydi	sEqlEydi
seleksiya	seleksiyE
shugʻullanadigan	SuXullEnEdigEn
sohalariga	sohElErigE
soʻzlariga	sozlErigE
soʻzlarning	sozlErniN
spektakllar	spektEkllEr
sudga	sudgE
surilgan	surilgEn
sutka	sutkE
tabiatini	tEbiEtini
tajribasi	tEjribEsi
tariqasida	tEriqEsidE
tarqatish	tErqEtiS
tasdiqlaydi	tEsdiqlEydi
tayyorlab	tEyyorlEb
tillarining	tillEriniN
tipik	tipik
topildi	topildi
tusga	tusgE
tushuntirib	tuSuntirib
tuzatish	tuzEtiS
tuzilish	tuziliS
tuzum	tuzum
urib	urib
urushda	uruSdE
xalifa	XElifE
xavf	XEvf
xildagi	XildEgi
yaqindan	yEqindEn
yetishtirishga	yetiStiriSgE
yildagi	yildEgi
yod	yod
yoʻnalishiga	yonEliSigE
yoʻnalishlar	yonEliSlEr
yoʻqotadi	yoqotEdi
zikr	zikr
zonalarida	zonElEridE
zoʻr	zor
Adliya	EdliyE
Bagʻdod	bEXdod
Hindistondagi	hindistondEgi
Hoji	hoji
Karl	kErl
Kengashining	keNESiniN
Kongo	koNo
Leningrad	leniNrEd
Oltoy	oltoy
Optik	optik
Orqa	orqE
Portugaliya	portugEliyE
Pyotr	pyotr
Qolgan	qolgEn
Qozon	qozon
Rayhon	rEyhon
Rimda	rimdE
Tez	tez
Xorazmda	XorEzmdE
adabiyotiga	EdEbiyotigE
akasi	EkEsi
anglash	ENlES
artilleriya	ErtilleriyE
asarni	EsErni
atama	EtEmE
bezaklar	bezEklEr
bezgak	bezgEk
bilvosita	bilvositE
birikkan	birikkEn
birlashtirilgan	birlEStirilgEn
bolalarga	bolElErgE
borliq	borliq
boshliq	boSliq
buyuriladi	buyurilEdi
davlatiga	dEvlEtigE
davrini	dEvrini
dengizda	deNizdE
donador	donEdor
dvigatellari	dvigEtellEri
ekspeditsiyasi	ekspeditsiyEsi
eshik	eSik
etdilar	etdilEr
fabrikalari	fEbrikElEri
firmalari	firmElEri
foizi	foizi
funksiyasini	funksiyEsini
grafik	grEfik
gruzin	gruzin
gullar	gullEr
guruhini	guruhini
halqa	hElqE
hayotni	hEyotni
hududini	hududini
hujayrali	hujEyrEli
hujayraning	hujEyrEniN
ildizi	ildizi
imperiyasining	imperiyEsiniN
joyning	joyniN
kasalliklarda	kEsElliklErdE
kelajakda	kelEjEkdE
kelinadi	kelinEdi
koʻpaydi	kopEydi
koʻtardi	kotErdi
kurashni	kurESni
kutubxonasida	kutubXonEsidE
kuzatishlar	kuzEtiSlEr
maxfiy	mEXfiy
mening	meniN
moddalari	moddElEri
mustahkamligi	mustEhkEmligi
nay	nEy
norozilik	norozilik
oilasining	oilEsiniN
oksidlanish	oksidlEniS
olami	olEmi
organizmni	orgEnizmni
oʻringa	oriNE
oʻtkazilib	otkEzilib
partiyalar	pErtiyElEr
piyoda	piyodE
piyoz	piyoz
politsiya	politsiyE
potensial	potensiEl
poʻstlogʻi	postloXi
qarashlar	qErESlEr
qardosh	qErdoS
qay	qEy
qaytadi	qEytEdi
qilgani	qilgEni
qismlaridan	qismlEridEn
qismlarining	qismlEriniN
qoʻllab	qollEb
qoʻllangan	qollENEn
qoʻshaloq	qoSEloq
quyilish	quyiliS
ramzi	rEmzi
ramziy	rEmziy
ranglar	rENlEr
rivojlanishini	rivojlEniSini
rivojlanishining	rivojlEniSiniN
roʻyxati	royXEti
sadoqat	sEdoqEt
shakar	SEkEr
shakarqamish	SEkErqEmiS
shakllantirish	SEkllEntiriS
shaxslarga	SEXslErgE
shirin	Sirin
shuni	Suni
sigir	sigir
sil	sil
sohasiga	sohEsigE
talablari	tElEblEri
tashkiliy	tESkiliy
taslim	tEslim
tergov	tergov
teshigi	teSigi
tezligini	tezligini
tillardan	tillErdEn
tillarni	tillErni
tizimidan	tizimidEn
tomonda	tomondE
torf	torf
toʻp	top
toʻsatdan	tosEtdEn
tumanlarida	tumEnlEridE
unumdor	unumdor
usadi	usEdi
vakil	vEkil
vakillarining	vEkillEriniN
versiyasi	versiyEsi
viloyatlarda	viloyEtlErdE
vodiy	vodiy
yalligʻlanishi	yElliXlEniSi
yetiladi	yetilEdi
yoshda	yoSdE
yotqiziqlar	yotqiziqlEr
yuborildi	yuborildi
ҳам	hEm
Ayollar	EyollEr
Bolgariya	bolgEriyE
Boltiq	boltiq
Buxoriy	buXoriy
Eronning	eronniN
Gullari	gullEri
Istanbul	istEnbul
Mayda	mEydE
Moddiy	moddiy
Nafas	nEfEs
Ogʻir	oXir
Oxirgi	oXirgi
Qirol	qirol
Qoraqalpoq	qorEqElpoq
Sanoati	sEnoEti
Sharqning	SErqniN
Sherobod	Serobod
Toshkentning	toSkentniN
Yuksak	yuksEk
adabiyotlar	EdEbiyotlEr
ajralmas	EjrElmEs
allyuvial	EllyuviEl
almashinib	ElmESinib
amallar	EmEllEr
aqliy	Eqliy
artisti	Ertisti
atab	EtEb
avtobus	Evtobus
avtomobillarini	EvtomobillErini
aytganda	EytgEndE
bashorat	bESorEt
bermaydi	bermEydi
boksit	boksit
bolalarni	bolElErni
bolsheviklar	bolSeviklEr
borishga	boriSgE
boshqalari	boSqElEri
buyumlarni	buyumlErni
daryolarining	dEryolEriniN
devorlar	devorlEr
deydi	deydi
eritish	eritiS
eshitish	eSitiS
estrada	estrEdE
etilmoqda	etilmoqdE
etishdan	etiSdEn
fazoda	fEzodE
genlar	genlEr
gidrotexnika	gidroteXnikE
gʻazal	XEzEl
hamkorlikni	hEmkorlikni
haqiqat	hEqiqEt
hissiy	hissiy
idorasi	idorEsi
ifodalaydigan	ifodElEydigEn
ital	itEl
jinslarning	jinslErniN
kamera	kEmerE
karshi	kErSi
kishilarda	kiSilErdE
kislotasi	kislotEsi
koʻhna	kohnE
koʻpaytiriladi	kopEytirilEdi
koʻrdi	kordi
koʻrinishda	koriniSdE
larga	lErgE
madaniyatini	mEdEniyEtini
majlis	mEjlis
majlisi	mEjlisi
maktabining	mEktEbiniN
manzaralari	mEnzErElEri
masalasini	mEsElEsini
maydonini	mEydonini
meteorologik	meteorologik
minerallari	minerEllEri
moye	moye
muhitni	muhitni
mukofot	mukofot
muzeyida	muzeyidE
nasos	nEsos
oshirishda	oSiriSdE
oʻtkazilishi	otkEziliSi
pishiq	piSiq
podshoh	podSoh
poetik	poetik
polimetall	polimetEll
qaynoq	qEynoq
qazilmalardan	qEzilmElErdEn
qidiruv	qidiruv
qilganda	qilgEndE
qoplami	qoplEmi
qoʻsh	qoS
qoʻshdilar	qoSdilEr
r	er
risola	risolE
sarflanadi	sErflEnEdi
sav	sEv
shakllarda	SEkllErdE
shartlari	SErtlEri
sistemaning	sistemEniN
sistemasiga	sistemEsigE
soya	soyE
soʻl	sol
soʻzidan	sozidEn
stadioni	stEdioni
sudralib	sudrElib
sutkalik	sutkElik
suvdagi	suvdEgi
suvoʻtlar	suvotlEr
taqsimlanishi	tEqsimlEniSi
tasavvuf	tEsEvvuf
teatrining	teEtriniN
teatrlari	teEtrlEri
televideniyesi	televideniyesi
tenglama	teNlEmE
teshik	teSik
tiklangan	tiklENEn
tiniq	tiniq
tizmasining	tizmEsiniN
tomirlari	tomirlEri
topishga	topiSgE
topshirilgan	topSirilgEn
toʻxtab	toXtEb
turdi	turdi
ulugʻ	uluX
umr	umr
uyida	uyidE
vatani	vEtEni
vazirlik	vEzirlik
xabardor	XEbErdor
xoʻjaligini	XojEligini
xususiyatini	XususiyEtini
yoniga	yonigE
yonilgʻi	yonilXi
yoritish	yoritiS
yorugʻlikning	yoruXlikniN
yoʻliga	yoligE
zaminida	zEminidE
zararlangan	zErErlENEn
zaryad	zEryEd
zot	zot
Abdurahmon	EbdurEhmon
Aksariyat	EksEriyEt
Angliyada	ENliyEdE
Arman	ErmEn
Asarning	EsErniN
Atmosfera	EtmosferE
Avval	EvvEl
Bola	bolE
Bularga	bulErgE
Deyarli	deyErli
Forobiy	forobiy
GM	geem
Imperator	imperEtor
Kaliforniya	kEliforniyE
Korxona	korXonE
Koʻplab	koplEb
Litva	litvE
Majlis	mEjlis
Mir	mir
Nihoyat	nihoyEt
Olmaliq	olmEliq
Ozodlik	ozodlik
Oʻzbekistonga	ozbekistoNE
Saroy	sEroy
Si	si
Sogʻliqni	soXliqni
Turkiyaning	turkiyEniN
Yorugʻlik	yoruXlik
Yusupov	yusupov
amaldagi	EmEldEgi
aql	Eql
atash	EtES
avtonom	Evtonom
berayotgan	berEyotgEn
berishni	beriSni
boshlari	boSlEri
boʻlaklari	bolEklEri
boʻlmay	bolmEy
boʻyoqlar	boyoqlEr
darslik	dErslik
debyut	debyut
deputati	deputEti
detallar	detEllEr
dorixona	doriXonE
doyra	doyrE
doʻsti	dosti
dunyoni	dunyoni
ekanini	ekEnini
farzand	fErzEnd
faza	fEzE
firmalar	firmElEr
firmasi	firmEsi
fuqaro	fuqEro
grunt	grunt
guruhining	guruhiniN
gʻarbida	XErbidE
hodisalari	hodisElEri
holatdan	holEtdEn
holatlari	holEtlEri
holatni	holEtni
holiga	holigE
igna	ignE
ijroiya	ijroiyE
ildizlari	ildizlEri
iloji	iloji
imkoniyatlar	imkoniyEtlEr
inqirozga	inqirozgE
iqtisodiyotida	iqtisodiyotidE
ishqoriy	iSqoriy
ixtisoslashtirilgan	iXtisoslEStirilgEn
jamiyatdagi	jEmiyEtdEgi
jamiyatni	jEmiyEtni
jangida	jENidE
janrlari	jEnrlEri
joyidan	joyidEn
joyni	joyni
kasallangan	kEsEllENEn
keltiradigan	keltirEdigEn
ketayotgan	ketEyotgEn
kilometr	kilometr
komponentlari	komponentlEri
kompozitor	kompozitor
kompozitorlik	kompozitorlik
konservatoriyasi	konservEtoriyEsi
koordinatalar	koordinEtElEr
koʻnpoyabzal	konpoyEbzEl
kristalli	kristElli
kurashgan	kurESgEn
kutubxonalari	kutubXonElEri
lardan	lErdEn
lok	lok
mablagʻlari	mEblEXlEri
mahobatli	mEhobEtli
martda	mErtdE
masalani	mEsElEni
masofadan	mEsofEdEn
materiallardan	mEteriEllErdEn
medal	medEl
mehnatga	mehnEtgE
meridian	meridiEn
meteorologiya	meteorologiyE
metod	metod
metodi	metodi
mevasi	mevEsi
mlrd	emelerde
molekula	molekulE
muammosi	muEmmosi
muassasalarida	muEssEsElEridE
mujassam	mujEssEm
mustahkamlangan	mustEhkEmlENEn
muxim	muXim
norozi	norozi
obraz	obrEz
organlarining	orgEnlEriniN
orolning	orolniN
otilib	otilib
otlar	otlEr
oyna	oynE
oʻqib	oqib
oʻrgandi	orgEndi
oʻsimliklarga	osimliklErgE
oʻzga	ozgE
polimerlar	polimerlEr
qaroriga	qErorigE
qatnashdi	qEtnESdi
qazilgan	qEzilgEn
qizgʻish	qizXiS
qogʻozlar	qoXozlEr
qolganda	qolgEndE
qoʻmondoni	qomondoni
qoʻshinlar	qoSinlEr
qumoq	qumoq
radioeshittirish	rEdioeSittiriS
rayon	rEyon
rektori	rektori
sabablarga	sEbEblErgE
sahnalashtirilgan	sEhnElEStirilgEn
samara	sEmErE
sferik	sferik
shakllanib	SEkllEnib
shakllaridan	SEkllEridEn
shartnomalar	SErtnomElEr
shoirlari	SoirlEri
shtati	StEti
shugʻullaniladi	SuXullEnilEdi
siyosatiga	siyosEtigE
sohil	sohil
sovgʻa	sovXE
stanoksozlik	stEnoksozlik
sulola	sulolE
tadqiqotlarda	tEdqiqotlErdE
takomillashib	tEkomillESib
tangalar	tENElEr
taxtdan	tEXtdEn
tebranishlar	tebrEniSlEr
terminini	terminini
tolalardan	tolElErdEn
toʻqilgan	toqilgEn
tranzit	trEnzit
tushunish	tuSuniS
tuzilishining	tuziliSiniN
uglevodlar	uglevodlEr
urugʻlari	uruXlEri
ustuvor	ustuvor
usullardan	usullErdEn
uyumlari	uyumlEri
vaqtni	vEqtni
vodiysidagi	vodiysidEgi
vorisi	vorisi
xususiyatlaridan	XususiyEtlEridEn
yadroviy	yEdroviy
yerlarida	yerlEridE
yetishmasligi	yetiSmEsligi
yot	yot
yoʻlining	yoliniN
yuritgan	yuritgEn
унинг	uniN
Abbos	Ebbos
Dunyoning	dunyoniN
Eronga	eroNE
F	ef
Fond	fond
Fransiyaning	frEnsiyEniN
Gʻarbda	XErbdE
Hofiz	hofiz
Iqtisodiyot	iqtisodiyot
Jinsiy	jinsiy
Kavkazda	kEvkEzdE
Kiyev	kiyev
Koʻz	koz
Li	li
MDH	emdeha
Malik	mElik
Mana	mEnE
Mashina	mESinE
Mashrab	mESrEb
Mening	meniN
Nasr	nEsr
Oila	oilE
Olim	olim
Oybek	oybek
Oziqovqat	oziqovqEt
Qodiriy	qodiriy
Radioaktiv	rEdioEktiv
Shamol	SEmol
Sheki	Seki
Shoirning	SoirniN
Shulardan	SulErdEn
Sogʻlom	soXlom
Tovush	tovuS
ajratadi	EjrEtEdi
akad	EkEd
and	End
ariq	Eriq
avtomobili	Evtomobili
axborotni	EXborotni
ayirboshlash	EyirboSlES
aylantirildi	EylEntirildi
aylantirilgan	EylEntirilgEn
batamom	bEtEmom
birlashtirgan	birlEStirgEn
birlashtirib	birlEStirib
bobosi	bobosi
boʻlganligini	bolgEnligini
boʻshliq	boSliq
boʻylarida	boylEridE
buzib	buzib
energiyaga	energiyEgE
erimaydi	erimEydi
eritib	eritib
etishdi	etiSdi
fil	fil
filmida	filmidE
forsiy	forsiy
galereya	gElereyE
gavda	gEvdE
gʻolibi	Xolibi
hamdir	hEmdir
hikoyalari	hikoyElEri
hisoblaydilar	hisoblEydilEr
hofiz	hofiz
hokim	hokim
hosilga	hosilgE
hujumi	hujumi
huquqlarini	huquqlErini
ila	ilE
immunitet	immunitet
impuls	impuls
infeksiya	infeksiyE
inobatga	inobEtgE
iqtisodiyotiga	iqtisodiyotigE
ishiga	iSigE
ishqor	iSqor
istiqbolli	istiqbolli
izotopi	izotopi
jamoasining	jEmoEsiniN
jarayoniga	jErEyonigE
javobgarlikka	jEvobgErlikkE
jigarrang	jigErrEN
joylashganligi	joylESgEnligi
jozibali	jozibEli
junli	junli
kafedrasida	kEfedrEsidE
kasalliklarida	kEsElliklEridE
kayta	kEytE
kelganda	kelgEndE
kelganlar	kelgEnlEr
kelmagan	kelmEgEn
keltirdi	keltirdi
kimyogari	kimyogEri
kishilarga	kiSilErgE
kompozitorlar	kompozitorlEr
konlarini	konlErini
koʻpligi	kopligi
koʻrilgan	korilgEn
madrasa	mEdrEsE
makon	mEkon
maktabni	mEktEbni
maqolalari	mEqolElEri
mintaqasi	mintEqEsi
ml	emel
muammo	muEmmo
mulkiy	mulkiy
muomala	muomElE
musulmonlari	musulmonlEri
mutanosib	mutEnosib
nashriyotida	nESriyotidE
nota	notE
nuqtalar	nuqtElEr
obrazlari	obrEzlEri
ogʻrigan	oXrigEn
olamida	olEmidE
oldidagi	oldidEgi
olganlar	olgEnlEr
oltita	oltitE
ong	oN
optika	optikE
oqimlar	oqimlEr
oqimlari	oqimlEri
oʻsishiga	osiSigE
oʻzgartiradi	ozgErtirEdi
paleozoy	pEleozoy
podshosi	podSosi
qidirish	qidiriS
qirib	qirib
qoʻshigʻi	qoSiXi
qoʻshinlarini	qoSinlErini
quritish	quritiS
qurollangan	qurollENEn
quyib	quyib
raqslar	rEqslEr
repertuaridan	repertuEridEn
romanlarida	romEnlEridE
sabablarini	sEbEblErini
samolyotlar	sEmolyotlEr
sanatoriy	sEnEtoriy
satirik	sEtirik
sayin	sEyin
sharqdan	SErqdEn
shaxsan	SEXsEn
shtatining	StEtiniN
sifatidagi	sifEtidEgi
sim	sim
singlisi	siNlisi
sintezi	sintezi
sogʻlomlashtirish	soXlomlEStiriS
sohadagi	sohEdEgi
suvlarda	suvlErdE
tabaqa	tEbEqE
tahrir	tEhrir
tasnif	tEsnif
temirbeton	temirbeton
tepa	tepE
tiklashga	tiklESgE
titan	titEn
tog	tog
togʻlardan	toXlErdEn
tortishish	tortiSiS
toʻplanishi	toplEniSi
toʻy	toy
tugatish	tugEtiS
tumanining	tumEniniN
tuproqni	tuproqni
turklar	turklEr
undosh	undoS
universitetini	universitetini
unsurlari	unsurlEri
urugʻlik	uruXlik
uyushtirgan	uyuStirgEn
vazifalari	vEzifElEri
vazirligining	vEzirliginiN
vazn	vEzn
vodiylari	vodiylEri
vulkanlar	vulkEnlEr
xalos	XElos
xalqni	XElqni
xira	XirE
xonligida	XonligidE
xulosaga	XulosEgE
yakkaxon	yEkkEXon
yara	yErE
yigit	yigit
yillikning	yillikniN
yopilgan	yopilgEn
yuborib	yuborib
yuvish	yuviS
zararlanishi	zErErlEniSi
zudlik	zudlik
Britaniyaning	britEniyEniN
Daniya	dEniyE
Endi	endi
Germaniyaning	germEniyEniN
Hududining	hududiniN
Issiqlik	issiqlik
Latviya	lEtviyE
Mamlakatdagi	mEmlEkEtdEgi
Mansur	mEnsur
Masjid	mEsjid
Mensa	mensE
Mongoliya	moNoliyE
Moskvadagi	moskvEdEgi
Norvegiya	norvegiyE
Pop	pop
Q	qa
Rustam	rustEm
Sariq	sEriq
Shohnoma	SohnomE
Singapur	siNEpur
Tabiatda	tEbiEtdE
Ukrainaning	ukrEinEniN
Vyetnam	vyetnEm
Zilzila	zilzilE
adabiyotlarda	EdEbiyotlErdE
adolatli	EdolEtli
alp	Elp
aromatik	EromEtik
arzon	Erzon
atala	EtElE
atomi	Etomi
birikma	birikmE
birikmasi	birikmEsi
birlashtiradi	birlEStirEdi
bittadan	bittEdEn
bogʻliqdir	boXliqdir
bolalarda	bolElErdE
boshlaridan	boSlEridEn
boshlariga	boSlErigE
boʻgʻozi	boXozi
boʻlishidan	boliSidEn
bugʻi	buXi
bularning	bulErniN
buyurgan	buyurgEn
byurosi	byurosi
daqiqa	dEqiqE
davlatlarga	dEvlEtlErgE
davolanadi	dEvolEnEdi
davrlariga	dEvrlErigE
dengizlari	deNizlEri
deyish	deyiS
dostonida	dostonidE
dvigatellar	dvigEtellEr
emasligini	emEsligini
energiyasiga	energiyEsigE
erib	erib
erishildi	eriSildi
erkinlik	erkinlik
faolligi	fEolligi
farzandlari	fErzEndlEri
fosforit	fosforit
front	front
gormonlar	gormonlEr
grafika	grEfikE
grafit	grEfit
gʻarbda	XErbdE
hajmini	hEjmini
hajmli	hEjmli
haydab	hEydEb
hayvonlarga	hEyvonlErgE
insonni	insonni
intilgan	intilgEn
irmoqlari	irmoqlEri
irrigatsiya	irrigEtsiyE
izlari	izlEri
izlash	izlES
jonivorlar	jonivorlEr
karbon	kErbon
kartina	kErtinE
kelishini	keliSini
kilish	kiliS
korpus	korpus
kukun	kukun
kunlar	kunlEr
kuylari	kuylEri
lavozimiga	lEvozimigE
loyihalash	loyihElES
mamlakatdan	mEmlEkEtdEn
mamlakatga	mEmlEkEtgE
masalalarga	mEsElElErgE
mavqega	mEvqegE
mavqeini	mEvqeini
mintaqalari	mintEqElEri
moddasi	moddEsi
molibden	molibden
mollyuskalar	mollyuskElEr
mukofotlangan	mukofotlENEn
mustasno	mustEsno
muvaqqat	muvEqqEt
namoyandasi	nEmoyEndEsi
narsalarning	nErsElErniN
nashrga	nESrgE
nashri	nESri
natijalar	nEtijElEr
navlar	nEvlEr
nodavlat	nodEvlEt
noibi	noibi
nurlanishi	nurlEniSi
nusxalari	nusXElEri
obod	obod
ogʻirlik	oXirlik
organizmdagi	orgEnizmdEgi
organizmi	orgEnizmi
organizmlarda	orgEnizmlErdE
otish	otiS
oʻldirildi	oldirildi
oʻrtaga	ortEgE
oʻzgarishlari	ozgEriSlEri
oʻzgarishlarni	ozgEriSlErni
palma	pElmE
poyasi	poyEsi
qabilasi	qEbilEsi
qamish	qEmiS
qaramaqarshi	qErEmEqErSi
qatnashish	qEtnESiS
qirgʻin	qirXin
qishloqlarda	qiSloqlErdE
qisqarishi	qisqEriSi
qiyofasi	qiyofEsi
qiyosiy	qiyosiy
qoʻshinlarining	qoSinlEriniN
qurilib	qurilib
quvvatiga	quvvEtigE
radiusi	rEdiusi
raqib	rEqib
raqslari	rEqslEri
realizm	reElizm
rejalashtirish	rejElEStiriS
rudali	rudEli
ruhida	ruhidE
sal	sEl
salkam	sElkEm
sehrli	sehrli
sektor	sektor
seleksiyasi	seleksiyEsi
shaharlaridan	SEhErlEridEn
shaxslarning	SEXslErniN
shikastlanishi	SikEstlEniSi
shikoyat	SikoyEt
shugʻullandi	SuXullEndi
shugʻullanib	SuXullEnib
sitrus	sitrus
spektral	spektrEl
sugʻurta	suXurtE
surgun	surgun
tartibida	tErtibidE
tavsiflanadi	tEvsiflEnEdi
tayyorlaydigan	tEyyorlEydigEn
tekislikda	tekislikdE
tepasiga	tepEsigE
terining	teriniN
texnologiyalari	teXnologiyElEri
tilla	tillE
tozalanadi	tozElEnEdi
toʻplanadi	toplEnEdi
toʻxtatib	toXtEtib
truppasi	truppEsi
tulki	tulki
tuproklar	tuproklEr
unsurlar	unsurlEr
unumdorligi	unumdorligi
usullarda	usullErdE
variantlari	vEriEntlEri
xalqlarda	XElqlErdE
xalqqa	XElqqE
xavfsiz	XEvfsiz
yem	yem
yetishi	yetiSi
yevropaliklar	yevropEliklEr
yoritilgan	yoritilgEn
yozi	yozi
yozuvida	yozuvidE
yoʻnalishdagi	yonEliSdEgi
yoʻnalishini	yonEliSini
yoʻnaltirilgan	yonEltirilgEn
yulduzi	yulduzi
yurishlari	yuriSlEri
yuritmoqda	yuritmoqdE
zararlanadi	zErErlEnEdi
zilzilasi	zilzilEsi
zonalari	zonElEri
Amerikadagi	EmerikEdEgi
And	End
Antarktida	EntErktidE
Baliq	bEliq
Biologik	biologik
Boyqaro	boyqEro
Guliston	guliston
Hakim	hEkim
Hirot	hirot
John	john
Markaz	mErkEz
Musulmonlar	musulmonlEr
Nil	nil
Nyuton	nyuton
Orenburg	orenburg
Oʻ	o
Qadimdan	qEdimdEn
Qizilqum	qizilqum
Rangli	rENli
Ruminiya	ruminiyE
Safaviylar	sEfEviylEr
Senat	senEt
Shuni	Suni
Sohibqiron	sohibqiron
Teri	teri
Tirik	tirik
Toʻgʻri	toXri
Toʻrt	tort
Xodjali	XodjEli
ahvolini	Ehvolini
alayhissalom	ElEyhissElom
asli	Esli
asrdan	EsrdEn
avtomobillari	EvtomobillEri
azaldan	EzEldEn
barglar	bErglEr
bayt	bEyt
bemorlar	bemorlEr
berishgan	beriSgEn
bezagan	bezEgEn
boshqariladigan	boSqErilEdigEn
boshqarishda	boSqEriSdE
bostirish	bostiriS
boʻyin	boyin
davlatini	dEvlEtini
dinining	dininiN
dinlarga	dinlErgE
dumi	dumi
ehtiyoji	ehtiyoji
etaklarida	etEklEridE
etishning	etiSniN
fakultetida	fEkultetidE
fond	fond
foydalanadigan	foydElEnEdigEn
goh	goh
grammatikasi	grEmmEtikEsi
gʻovak	XovEk
harfi	hErfi
harid	hErid
homiladorlik	homilEdorlik
ifodasi	ifodEsi
ijodini	ijodini
ilon	ilon
ilova	ilovE
inert	inert
internat	internEt
ionlari	ionlEri
irmogʻi	irmoXi
ishlarda	iSlErdE
jahonning	jEhonniN
javobgar	jEvobgEr
javobgarlik	jEvobgErlik
jome	jome
joylashtiriladi	joylEStirilEdi
karvon	kErvon
katalizator	kEtElizEtor
kattalik	kEttElik
kengliklarda	keNliklErdE
kerakki	kerEkki
ketadigan	ketEdigEn
kilgan	kilgEn
kinoteatr	kinoteEtr
koeffitsiyenti	koeffitsiyenti
kongressi	koNressi
konstitutsiyaviy	konstitutsiyEviy
magistral	mEgistrEl
magniy	mEgniy
markazidan	mErkEzidEn
markazlashgan	mErkEzlESgEn
maslahat	mEslEhEt
materiya	mEteriyE
matolar	mEtolEr
mavzular	mEvzulEr
mexanizm	meXEnizm
moddalarga	moddElErgE
morfologiyasi	morfologiyEsi
muqim	muqim
muvaffaqiyat	muvEffEqiyEt
nafari	nEfEri
neogen	neogen
nordon	nordon
odatiy	odEtiy
okeanning	okeEnniN
oksidlari	oksidlEri
olamning	olEmniN
operasi	operEsi
optimal	optimEl
oqimini	oqimini
orkali	orkEli
osh	oS
oʻlimi	olimi
oʻsimliklardan	osimliklErdEn
pasttekislik	pEsttekislik
plastinka	plEstinkE
portret	portret
pyesa	pyesE
qalam	qElEm
qanotlari	qEnotlEri
qarashlarini	qErESlErini
qaraydi	qErEydi
qaytarish	qEytEriS
qilishini	qiliSini
qilmagan	qilmEgEn
qirgʻoq	qirXoq
qirolligi	qirolligi
qismli	qismli
qiymatlari	qiymEtlEri
qonuniga	qonunigE
qoʻllanishi	qollEniSi
qoʻshinini	qoSinini
qoʻshinlariga	qoSinlErigE
quduq	quduq
qurilishda	quriliSdE
qurilishida	quriliSidE
quvur	quvur
quvvat	quvvEt
ran	rEn
saklab	sEklEb
sanoq	sEnoq
sargʻish	sErXiS
sayyoralar	sEyyorElEr
shamoli	SEmoli
shar	SEr
shimolda	SimoldE
shohi	Sohi
sikli	sikli
sinfi	sinfi
sir	sir
sistemasida	sistemEsidE
soladi	solEdi
soʻrab	sorEb
sporti	sporti
sulfid	sulfid
sunniy	sunniy
suvlarining	suvlEriniN
tabiatiga	tEbiEtigE
tamoyillari	tEmoyillEri
tanbur	tEnbur
taom	tEom
tarafidan	tErEfidEn
tarmoqlaridan	tErmoqlEridEn
tartibli	tErtibli
tasvirlari	tEsvirlEri
tenglik	teNlik
texnikaning	teXnikEniN
texnologiyalar	teXnologiyElEr
tezroq	tezroq
tomonidagi	tomonidEgi
tomoshabinlar	tomoSEbinlEr
tortadi	tortEdi
tortiladi	tortilEdi
toshi	toSi
toʻsib	tosib
toʻxtovsiz	toXtovsiz
traktor	trEktor
tugagan	tugEgEn
unumdorligini	unumdorligini
uskunalari	uskunElEri
ustunlik	ustunlik
uyushtirilgan	uyuStirilgEn
varianti	vEriEnti
vohasida	vohEsidE
xavfi	XEvfi
xonim	Xonim
xonlik	Xonlik
xoʻjaliklarda	XojEliklErdE
xromosomalar	XromosomElEr
xushboʻy	XuSboy
yaltiroq	yEltiroq
yigʻiladi	yiXilEdi
yillikda	yillikdE
yodgorliklaridan	yodgorliklEridEn
yolgʻiz	yolXiz
yonuv	yonuv
yoritib	yoritib
yoyi	yoyi
yozdi	yozdi
yoʻnalishida	yonEliSidE
yoʻqoladi	yoqolEdi
Aralash	ErElES
BMTning	beem tniN
Bekobod	bekobod
Biror	biror
Dunay	dunEy
Gollandiya	gollEndiyE
Hosil	hosil
Iso	iso
Jamoa	jEmoE
Konstitutsiya	konstitutsiyE
Kordilyera	kordilyerE
MTP	emtepe
Makka	mEkkE
Ming	miN
Mis	mis
Moliya	moliyE
Motor	motor
