abdisere	obdiser3
internasjonal	int3noSunol
internasjonalisere	int3noSunoliser3
interrail	int3rEil
intervenere	int3rv3ner3
intervjue	int3rvy33
intetsigende	int3tsig3n3
intim	intim
intolerant	intol3roN
intrikat	intrikot
introdusere	intrud3ser3
intuitiv	int3itiv
invadere	invoder3
invalid	involid
investere	inv3ster3
invitasjon	invitoSun
invitere	inviter3
involvere	involver3
irakisk	irokisk
iransk	ironsk
ire	ir3
irettesette	irEt3sEt3
ironisk	irunisk
irrasjonell	iroSun3l
irre	ir3
irrelevant	ir3l3vont
irritabel	iritob3l
irritere	iriter3
irsk	iSk
is	is
iscenesette	isen3sEt3
iscenesettelse	isen3sEtEls3
ishockey	ishoki
iskald	iskol
iskrem	iskrem
islamsk	islomsk
islandsk	islonsk
isolere	isuler3
israelsk	isroelsk
italiener	itolyen3r
italiensk	itolyensk
ivareta	ivor3to
iverksette	ivErksEt3
ivre	ivr3
ivrig	ivri
ivrige	ivri3
ivrigere	ivrir3
ivrigst	ivrikst
ivrigste	ivrikst3
iøynefallende	iEyn3fol3n3
ja	yo
jage	yog3
jakke	yok3
jakte	yokt3
jamføre	yomfer3
jamre	yomr3
januar	yon3or
japansk	yoponsk
jarl	yoL
jatte	yot3
jazz	yos
jeg	yEi
jeger	yeg3r
jekke	yEk3
jenke	yENk3
jenta	yEnto
jente	yEnt3
jernbanestasjon	yEnbon3stoSun
jevn	yEvn
jevne	yEvn3
jevnføre	yomfer3
jevngammel	yEvngom3l
jevngod	yEvngu
jo	yu
jobb	yob
jobbe	yob3
jod	yod
jogg	yog
jogge	yog3
joggesko	yog3sku
joike	yoyk3
jord	yur
jordbær	yurbEr
jorde	yur3
jordisk	yudisk
jordnær	yunEr
jorte	yot3
journalføre	Sunolfer3
journalist	Sunolist
jovial	yuviol
jubel	y3b3l
jubilere	y3biler3
juble	y3bl3
jukse	yuks3
jul	y3l
julaften	y3loft3n
julestjerne	y3l3styEn3
juli	y3li
jung	yoN
juni	y3ni
junior	y3niur
juridisk	y3ridisk
jurist	y3rist
justerbar	y3sterbor
justere	y3ster3
juveler	y3v3ler
jåle	yol3
jålete	yol3t3
jævlig	yEvli
jævlige	yEvli3
jævligere	yEvlir3
jævligst	yEvlikst
jævligste	yEvlikst3
jødisk	yedisk
kabaret	kobore
kabaretscene	koboresen3
kafe	kofe
kaffe	kof3
kaffepause	kof3pE3s3
kaffetrakter	kof3trokt3r
kafé	kofe
kai	kEi
kajakk	koyok
kake	kok3
kakle	kokl3
kald	kol
kaldblodig	kolbludi
kaldblodige	kolbludi3
kaldblodigere	kolbludir3
kaldblodigst	kolbludikst
kaldblodigste	kolbludikst3
kaldsvette	kolsvEt3
kaldt	kolt
kaldt vann	koltvon
kaliber	kolibr
kalibrere	kolibrer3
kalk	kork kolk
kalkulere	kolk3ler3
kalle	kol3
kalosje	koloS3
kalv	kolv
kalvbent	kolvbent
kalve	kolv3
kam	kom
kamel	komel
kamerat	kom3rot
kameratslig	kom3rotSLi
kameratslige	kom3rotSLi3
kameratsligere	kom3rotSLir3
kameratsligst	kom3rotSLikst
kameratsligste	kom3rotSLikst3
kamfer	komf3r
kamillete	komil3te
kamme	kom3
kammer	kom3r
kamp	komp
kamuflere	kom3fler3
kanadisk	konodisk
kanal	konol
kanalisere	konoliser3
kanin	konin
kano	konu
kanon	konon
kanonisk	konunisk
kansellere	kons3ler3
kanskje	konS3
kant	kont
kantre	kontr3
kaotisk	koutisk
kapabel	kopob3l
kapell	kopEl
kapital	kopitol
kapitalistisk	kopitolistisk
kapitulere	kopit3ler3
kappe	kop3
kappes	kop3s
kappkjøre	kopSer3
kappløp	koplep
kapre	kopr3
kapsel	kops3l
kaptein	koptEin
kaputt	kop3t
kar	kor
karaffel	korof3l
karakterisere	korokt3riser3
karakteristisk	korokt3ristisk
karikere	koriker3
karismatisk	korismotisk
karneval	kon3vol
karrig	kori
karrige	kori3
karrigere	korir3
karrigst	korikst
karrigste	korikst3
kart	kot
kartlegge	kotlEi3
karve	korv3
kasse	kos3
kassere	koser3
kasserer	koser3r
kassett	kos3t
kassettspiller	kosEtspil3r
kaste	kost3
kaster	kost3r
kastet	kost3t
kastrere	kostrer3
katalogisere	kotologiser3
katastrofal	kotostrufol
katedral	kot3drol
kategorisk	kot3gurisk
katolsk	kotulsk
katt	kot
katte	kot3
kausjonere	kE3Suner3
kave	kov3
keiser	kEis3r
keiserinne	SEis3rin3
keitet	SEit3t
keitete	SEit3t3
keivhendt	SEivhEnt
kelner	kEln3r
kennel	kEn3l
kennen	k3n3n
keramikk	SEromik
kibbutz	kib3ts
kidnappe	kidnop3
kikert	SikEt
kikhoste	Sikhust3
kikke	Sik3
kikke på	Sik3po
kilde	Sild3
kile	Sil3
kilen	Sil3n
kilometer	Silumet3r
kime	Sim3
kimære	kimEr3
kinesisk	Sinesisk
kinkig	SiNki
kinkige	SiNki3
kinkigere	SiNkir3
kinkigst	SiNkikst
kinkigste	SiNkikst3
kinn	Sin
kinnskjegg	SinSEg
kino	Sinu
kirke	Sirk3
kirkegård	Sirk3gor
kirketårn	Sirk3ton
kirsebær	SiS3bEr
kirurg	Sir3rg
kirurgisk	Sir3rgisk
kiste	Sist3
kives	Siv3s
kjake	Sok3
kjapp	Sop
kjappe	Sop3
kje	Se
kjede	Sed3
kjedelig	Sed3li
kjedelige	Sed3li3
kjedeligere	Sed3lir3
kjedeligst	Sed3likst
kjedeligste	Sed3likst3
kjeft	SEft
kjefte	SEft3
kjei	SEi
kjekk	SEk
kjekke	SEk3
kjekle	SEkl3
kjeks	SEks
kjelke	SElk3
kjeller	SEl3r
kjemiker	Semik3r
kjemme	SEm3
kjempe	SEmp3
kjendis	SEnis
kjenne	SEn3
kjennemerke	SEn3mErk3
kjennetegne	SEn3tEin3
kjent	SEnt
kjerne	SEn3
kjernemelk	SEn3mElk
kjernemjølk	SEn3myElk
kjernesunn	SEn3s3n
kjeve	Sev3
kjevle	SEvl3
kjip	Sip
kjole	Sul3
kjæle	SEl3
kjælenavn	SEl3novn
kjær	SE
kjære	SEr3
kjæreste	SEr3st3
kjærkommen	SErkom3n
kjærlig	SELi
kjærlige	SELi3
kjærligere	SELir3
kjærlighet	SELihet
kjærligst	SELikst
kjærligste	SELikst3
kjødelig	Sed3li
kjødelige	Sed3li3
kjødeligere	Sed3lir3
kjødeligst	Sed3likst
kjødeligste	Sed3likst3
kjøkken	SEkn SEk3n
kjøkkenkrok	SEk3nkruk
kjøle	Sel3
kjøleelement	Sel3ElEmEnt
kjøler	Sel3r
kjøleskap	Sel3skop
kjølig	Seli
kjølige	Seli3
kjøligere	Selir3
kjøligst	Selikst
kjøligste	Selikst3
kjønnsmoden	SEnsmud3n
kjøpe	Sep3
kjøpmann	Sepmon
kjøpslå	SepSLo
kjøre	Ser3
kjøre forbi	Ser3forbi
kjører	Ser3r
kjørsel	SES3l
kjøtt	SEt
kjøttdeig	SEtdEi
kladde	klod3
klaffe	klof3
klage	klog3
klam	klom
klamme	klom3
klamre	klomr3
klandre	klondr3
klappe	klop3
klapper	klop3r
klapre	klopr3
klar	klor
klare	klor3
klargjøre	kloryer3
klase	klos3
klaske	klosk3
klasse	klos3
klassifisere	klosifiser3
klassiker	klosik3r
klassisisme	klosisism3
klassisk	klosisk
klatre	klotr3
klatrer	klotr3r
klauv	klEwv
kle	kle
kle seg om	klesEium
klebe	kleb3
klebrig	klebri
klebrige	klebri3
klebrigere	klebrir3
klebrigst	klebrikst
klebrigste	klebrikst3
kledelig	kled3li
kledelige	kled3li3
kledeligere	kled3lir3
kledeligst	kled3likst
kledeligste	kled3likst3
klekke	klEk3
klekkelig	klEk3li
klekkelige	klEk3li3
klekkeligere	klEk3lir3
klekkeligst	klEk3likst
klekkeligste	klEk3likst3
klem	klEm
klemme	klEm3
klenge	klEN3
kleptoman	kl3ptumon
kleshenger	kleshEN3r
klikke	klik3
klima	klimo
klimaanlegg	klimoonlEg3
klimatisk	klimotisk
klimpre	klimpr3
kline	klin3
klinge	kliN3
klinisk	klinisk
klippe	klip3
klirre	klir3
klissete	klis3t3
klissvåt	klisvot
klistre	klistr3
klo	klu
kloakk	kluok
klok	kluk
klokke	klok3
klone	klun3
klore	klur3
kloss	klos
klossete	klos3t3
kloster	klost3r
klubbe	kl3b3
klubbhus	sik3l
kludre	kl3dr3
klug	kluk
klukke	kluk3
klumpe	klump3
klunke	kluNk3
klusse	kl3s3
klynge	kliN3
klynke	kliNk3
klype	klip3
klyse	klis3
klå	klo
klåfingret	klofiNr3t
klær	klEr
klø	kle
kløe	kle3
kløft	klEft
kløne	klen3
klønete	klen3t3
kløyve	klEyv3
kna	kno
knabbe	knob3
knake	knok3
knapp	knop
knappe	knop3
knapt	knopt
knas	knos
knaske	knosk3
kne	kne
kneble	knebl3
knegge	knEi3
knekke	knEk3
knele	knel3
knepen	knep3n
knipe	knip3
knipen	knip3n
knippe	knip3
knipse	knips3
knirke	knirk3
knirkefri	knirk3fri
knise	knis3
knitre	knitr3
kniv	kniv
knive	kniv3
knokkelbrudd	knok3lbr3d
knudrete	kn3dr3t3
knuge	kn3g3
knurre	kn3r3
knuse	kn3s3
knute	kn3t3
knytte	knit3
knær	knEr
koala	kuwolo
koble	kobl3
kode	kud3
koffeinfri	kof3infri
koffert	kuf3t
kognitiv	kognitiv
koke	kuk3
kokebok	kuk3buk
kokett	kukEt
kokk	kok
kokke	kok3
kokkelere	kok3ler3
kokos	kukus
kokt	kukt
kolera	kul3ro
kolerisk	kulerisk
kolikk	kulik
kollapse	kulops3
kolle	kEl3
kollega	kulEgo
kollektiv	kol3ktiv
koloni	kuluni
kolonisere	kuluniser3
kolossal	kulusol
kom inn	komin
kombinere	kumbiner3
komedie	kumedi3
komfort	komfor
komfortabel	komfotob3l
komfyr	kumfir
komiker	kumik3r
komisk	kumisk
kommandere	kumonder3
kommando	kumondu
komme	kom3
komme igjen	kom3iyEn
komme inn	kom3in
komme til krefter	kom3tilkrEft3r
komme til skade	kom3tilskod3
kommen	kom3n
kommentere	kum3nter3
kommer	kom3r
kommersiell	kumESiEl
kommunal	kum3nol
kommunisere	kum3niser3
kompakt	kumpokt
komparativ	kumporotiv
kompass	kumpos
kompatibel	kumpotib3l
kompensere	kump3nser3
kompetent	kump3tEnt
kompleks	kumplEks
komplett	kumplEt
komplettere	kumpl3ter3
komplisere	kumpliser3
komponere	kumpuner3
komponist	kumpunist
komprimere	kumprimer3
kondensere	kun3nser3
konditori	kunituri
kondolere	kunuler3
kondom	kundum
kone	kun3
konferere	kunf3rer3
konfidensiell	kunfid3nsiyEl
konfigurere	kunfig3rer3
konfirmere	kunfirme3
konfiskere	kunfisker3
konform	kunform
konfrontere	kunfronter3
konge	koN3
kongelig	koN3li
kongelige	koN3li3
kongeligere	koN3lir3
kongeligst	koN3likst
kongeligste	koN3likst3
kongle	koNl3
kongruere	koNgr3er3
konj før	fer
konk	kunk
konkav	konkov
konkludere	kunkl3der3
konkret	kuNkret
konkretisere	kuNkr3tiser3
konkurranse	kuNk3roNS3 kuNk3roNs3
konkurransedyktig	kunk3roNs3dikti
konkurransedyktige	kunk3roNs3dikti3
konkurransedyktigere	kunk3roNs3diktir3
konkurransedyktigst	kunk3roNs3diktikst
konkurransedyktigste	kunk3roNs3diktikst3
konkurs	kuNk3S
konrad	konrod
konsekvent	kuns3kvEnt
konsentrere	kuns3ntrer3
konsert	kunsEt
konservativ	kunsErvotiv
konservere	kunsErver3
konsis	kunsis
konsolidere	kunsulider3
konstant	kunstont
konstatere	kunstoter3
konstituere	kunstit3er3
konstitusjonell	kunstit3SunEl
konstruere	kunstr3er3
konstruktiv	kunstr3ktiv
konsulat	kuns3lot
konsultere	kuns3lter3
konsumere	kuns3mer3
kontakt	kuntokt
kontakte	kuntokt3
kontant	kuntont
kontanter	kuntont3r
kontingent	kuntiNgEnt
kontinuerlig	kuntin3eLi
kontinuerlige	kuntin3eLi3
kontinuerligere	kuntin3eLir3
kontinuerligst	kuntin3eLikst
kontinuerligste	kuntin3eLikst3
konto	kontu
kontor	kuntur
kontortid	kuntuti
kontra	kontro
kontrakt	kuntrokt
kontrollere	kuntroler3
kontrollieren	kontrolir3n
kontrollør	kuntruler
kontroversiell	kuntruvESiyEl
konveks	konvEks
konvensjonell	konv3nSunEl
konversere	kunvESer3
konvertere	kunvEter3
konvolutt	konvol3t
koordinere	kuodiner3
kopi	kupi
kopiere	kupier3
kople	kobl3
kopp	kop
kor	kur
koreansk	kur3onsk
kork	kork
korketrekker	kork3trEk3r
korpulent	korp3lEnt
korrekt	kurEkt
korrigere	kuriger3
korrupt	kur3pt
kors	koS
korsfeste	koSfEst3
korsgang	koSgoN
kort	kot
korte	kot3
korterma	kotErm3t
kortermet	kotErm3t
kortfatta	kotfot3t
kortfattet	kotfot3t
kortfilm	kotfilm
kortslutning	kutSL3tniN
korttenkt	kottENt kottENkt
kortvarig	kotvori
kortvarige	kotvori3
kortvarigere	kotvorir3
kortvarigst	kotvorikst
kortvarigste	kotvorikst3
kortvokst	kotvokst
kos	kus
kose	kus3
koselig	kuSLi
koselige	kuSLi3
koseligere	kuSLir3
koseligst	kuSLikst
koseligste	kuSLikst3
kosmetisk	kusmetisk
kost	kost
kostbar	kostbor
koste	kost3
kostelig	kost3li
kostelige	kost3li3
kosteligere	kost3lir3
kosteligst	kost3likst
kosteligste	kost3likst3
kosthold	kosthol
kostnad	kostnod
kostnadsfri	kostnodsfri
kotelett	kut3lEt
krabbe	krob3
krafse	krofs3
kraft	kroft
kraftig	krofti
kraftige	krofti3
kraftigere	kroftir3
kraftigst	kroftikst
kraftigste	kroftikst3
kraftuttrykk	kroft3trik
krage	krog3
krake	krok3
krakilsk	krokilsk
kram	krom
krampe	kromp3
krangel	kroN3l
krangle	kroNl3
kranglete	kroNl3t3
krapp	krop
krasje	krES3
krass	kros
kravle	krovl3
kravstor	krovstur
kreativ	kreotiv
kreditere	kr3diter3
kredittkort	krEditkot
kreere	kr3er3
kreft	krEft
krefter	krEft3r
krem	krem
kremere	kr3mer3
kremfløte	krEmflet3
kremte	krEmt3
krenke	krENk3
kreol	krEul
kreosot	krEusut
krepere	kr3per3
kreps	krEps
kresen	kres3n
kretse	krEts3
kretsløp	krEtslep
kreve	krev3
krible	kribl3
krige	krig3
kriger	krig3r
kriminalroman	kriminolrumon
kriminell	kriminEl
kringkaste	kriNkost3
kristelig	krist3li
kristelige	krist3li3
kristeligere	krist3lir3
kristeligst	krist3likst
kristeligste	krist3likst3
kristen	krist3n
kristendom	krist3num
kristin	kristin
kristoffer	kristof3r
kritikkverdig	kritikvEdi
kritikkverdige	kritikvEdi3
kritikkverdigere	kritikvEdir3
kritikkverdigst	kritikvEdikst
kritikkverdigste	kritikvEdikst3
kritisere	kritiser3
kritisk	kritisk
kro	kru
kroatisk	kruotisk
krok	kruk
kroke	krek3
krone	krun3
kronologisk	krunulogisk
kronprins	krunprins
kropp	krop
kroppsbygging	kropsbigiN
kroppslig	kropSLi
kroppslige	kropSLi3
kroppsligere	kropSLir3
kroppsligst	kropSLikst
kroppsligste	kropSLikst3
krum	krum
kry	kri
krydder	krid3r
krydre	kridr3
krykke	krik3
krympe	krimp3
krype	krip3
krypt	kript
kryptisk	kriptisk
kryss	kris
krysse	kris3
krystall	kristol
kryste	krist3
kråle	krol3
krøke	krek3
krølle	krEl3
ku	k3
kubbe	k3b3
kube	k3b3
kue	k33
kul	k3l
kule	k3l3
kulepenn	k3l3pEn
kulinarisk	k3linorisk
kulminere	k3lminer3
kultivere	k3ltiver3
kultur	k3lt3r
kulturell	k3lt3rEl
kulturminnevern	fredniNovk3lt3rminEsmErk3r
kulørt	k3let
kummerlig	kum3Li
kummerlige	kum3Li3
kummerligere	kum3Lir3
kummerligst	kum3Likst
kummerligste	kum3Likst3
kunde	k3nd3
kunne	k3n3
kunngjøre	k3nyer3
kunst	k3nst
kunsthandler	k3nsthonl3r
kunsthåndverk	k3nsthonvErk
kunstig	k3nsti
kunstige	k3nsti3
kunstigere	k3nstir3
kunstigst	k3nstikst
kunstigste	k3nstikst3
kunstnerisk	k3nstn3risk
kupert	k3pet
kuppel	k3p3l
kupé	k3pe
kupé for ikke-røkere	k3peforik3rek3r3
kurant	k3ront
kurere	k3rer3
kuriøs	k3ries
kurs	k3S
kursiv	k3Siv
kurtisere	k3tiser3
kurv	k3rv
kurve	k3rv3
kusine	k3sin3
kusma	k3smo
kutt	k3t
kutte	k3t3
kuvert	k3vEt
kvadratisk	kvodrotisk
kvadratmeter	kvodrotmet3r
kvae	kvo3
kvalifisere	kvolifiser3
kvalitativ	kvolitotiv
kvalitet	kvolitet
kvalm	kvolm
kvalme	kvolm3
kvann	kfon
kvantitativ	kvontitotiv
kvark	kvork
kvart	kvot
kvass	kvos
kveile	kvEil3
kvekke	kvEk3
kveld	kvEl
kveldsskole	kvElskul3
kvele	kvel3
kveppe	kvEp3
kverke	kvErk3
kverne	kvEn3
kverulere	kvEr3ler3
kvesse	kvEs3
kveste	kvEst3
kvie	kvi3
kvikk	kvik
kvinne	kvin3
kvinnelig	kvin3li
kvinnelige	kvin3li3
kvinneligere	kvin3lir3
kvinneligst	kvin3likst
kvinneligste	kvin3likst3
kvitre	kvitr3
kvitt	kvit
kvitte	kvit3
kvittere	kviter3
kvittering	kviteriN
kvotere	kvuter3
kyle	Sil3
kylling	SiliN
kyndig	Sini
kyndige	Sini3
kyndigere	Sinir3
kyndigst	Sinikst
kyndigste	Sinikst3
kynisk	Sinisk
kyr	Sir
kysk	Sisk
kyss	Sis
kysse	Sis3
kyst	Sist
kål	kol
kåpe	kop3
kåre	kor3
kåsere	koser3
kø	ke
københavn	SEbnhovn
køln	kEln
køye	kEy3
la	lo
labb	lob
labbe	lob3
laber	lob3r
labil	lobil
lade	lod3
lader	lodEr
lafte	loft3
lag	log
lage	log3
lage mat	log3mot
lagelig	log3li
lagelige	log3li3
lageligere	log3lir3
lageligst	log3likst
lageligste	log3likst3
lagre	logr3
lagsarbeid	logsorbEi
lake	lok3
laken	lokn
lakke	lok3
lakkere	loker3
lakonisk	lokunisk
laks	loks
laksen	loksn
laksene	loksn3
lakser	loks3r
lam	lom
lamme	lom3
lammelse	lomEls3
lampe	lomp3
land	lon
lande	lon3
landeveg	lon3vEi
landevei	lon3vEi
landing	loniN
landlig	lonli
landlige	lonli3
landligere	lonlir3
landligst	lonlikst
landligste	lonlikst3
landsby	lonsbi
landskap	lonskop
lang	loN
lange	loN3
langfingra	loNfiNr3t
langfingret	loNfiNr3t
langfredag	loNfredog
langhåra	loNhor3t
langhåret	loNhor3t
langsiktig	loNsikti
langsiktige	loNsikti3
langsiktigere	loNsiktir3
langsiktigst	loNsiktikst
langsiktigste	loNsiktikst3
langsom	loNsom
langsynt	loNsint
langtekkelig	loNtEk3li
langtekkelige	loNtEk3li3
langtekkeligere	loNtEk3lir3
langtekkeligst	loNtEk3likst
langtekkeligste	loNtEk3likst3
langvarig	loNvori
langvarige	loNvori3
langvarigere	loNvorir3
langvarigst	loNvorikst
langvarigste	loNvorikst3
lansere	loNser3
lapp	lop
lappe	lop3
larm	lorm
lase	los3
laser	los3r
laste	lost3
lat	lot
late	lot3
late seg	lot3sEi
latent	lotEnt
latinsk	lotinsk
latter	lot3r
latterlig	lot3Li
latterlige	lot3Li3
latterligere	lot3Lir3
latterliggjøre	lot3Liyer3
latterligst	lot3Likst
latterligste	lot3Likst3
lattermild	lot3rmil
laud	lEwd
lav	lov
lave	lov3
lavendel	lovEnd3l
lavmælt	lovmelt
le	le
lealaus	leolE3s
ledd	lEd
lede	led3
leder	led3r
ledig	ledi
ledige	ledi3
ledigere	ledir3
ledigst	ledikst
ledigste	ledikst3
ledning	ledniN
ledsage	ledsog3
ledsager	ledsog3r
lee	le3
leg	lek
legal	l3gol
legalisere	l3goliser3
lege	leg3
legeme	leg3m3
legemlig	legEmli
legge	lEi3
legge bort	lEg3but
legge merke til	lEg3mErk3til
legge til	lEg3til
leggings	lEgiNs
legitim	l3gitim
legitimere	l3gitimer3
lei	lEi
leie	lEi3
leie ut	lEi33t
leier	lEi3r
leilighet	lEilihet
leir	lEir
leire	lEir3
lek	lek
leke	lek3
leken	lek3n lekn
leker	lek3r
leketøy	lek3tEy
lekk	lEk
lekkasje	l3koS3
lekke	lEk3
lekker	lEk3r
lekse	lEks3
lemleste	lEmlEst3
lempe	lEmp3
lende	lEn3
lenestol	lenEstul
lengde	lENd3
lenge	lEN3
lengst	lENst
lengte	lENt3
lenke	lENk3
lens	lEns
leppe	lEp3
lepra	lepro
lernen	lEn3n
lesbisk	lEsbisk
lese	les3
leselig	les3li
leselige	les3li3
leseligere	les3lir3
leseligst	les3likst
leseligste	les3likst3
leske	lEsk3
lespe	lEsp3
lesse	lEs3
lete	let3
letne	lEtn3
lett	lEt
lette	lEt3
lettfattelig	l3tfot3li
lettfattelige	l3tfot3li3
lettfatteligere	l3tfot3lir3
lettfatteligst	l3tfot3likst
lettfatteligste	l3tfot3likst3
lettmelk	lEtmElk lEtmyElk
lettrørt	lEtret
lettsindig	l3tsini
lettsindige	l3tsini3
lettsindigere	l3tsinir3
lettsindigst	l3tsinikst
lettsindigste	l3tsinikst3
lettvint	lEtvint
leve	lev3
leven	levn
levende	lev3n3
lever	lEv3r
levere	lEver3
leverpostei	lev3rpustEi
levne	lEvn3
li	li
liberal	lib3rol
liberalisere	lib3roliser3
liberalistisk	lib3rolistisk
lide	lid3
lidenskapelig	lid3nskop3li
lidenskapelige	lid3nskop3li3
lidenskapeligere	lid3nskop3lir3
lidenskapeligst	lid3nskop3likst
lidenskapeligste	lid3nskop3likst3
lieb	lip
liechtensteinsk	liSt3nStEinsk
ligge	lig3
liggevogn	lig3voN
ligne	liNn3
lignende	liNn3n3
lik	lik
like	lik3
likedan	lik3don
likefrem	lik3fr3m
likeglad	lik3glo
likegyldig	lik3yildi
likegyldige	lik3yildi3
likegyldigere	lik3yildir3
likegyldigst	lik3yildikst
likegyldigste	lik3yildikst3
likevel	lik3vEl
liknende	liNn3n3
liksom	liksom
likvidere	likvider3
lilla	lilo
lille	lit3n
lillebror	lil3brur
lillesøster	lil3sEst3r
lim	lim
limbånd	limbon
lime	lim3
limet	lim3
limfarge	limforg3
limkrukke	limkruk3
limtube	limt3b3
lin	lin
lindre	lindr3
linje	liny3
links	liNks
linoleumen	linuliy3m3n
linse	lins3
lirke	lirk3
lise	lis3
lisse	lis3
liste	list3
listig	listi
listige	listi3
listigere	listir3
listigst	listikst
listigste	listikst3
litauisk	litE3isk
lite	lit3
liten	lit3n litn
liter	lit3r
litt	lit
litteratur	lit3rot3r
litterær	lit3rEr
liv	liv
livaktig	livokti
livaktige	livokti3
livaktigere	livoktir3
livaktigst	livoktikst
livaktigste	livoktikst3
live	liv3
livlig	livli
livlige	livli3
livligere	livlir3
livligst	livlikst
livligste	livlikst3
livredd	livrEd
livserfaring	lifsEforiN
livsfarlig	lifsfoLi
livsfarlige	lifsfoLi3
livsfarligere	lifsfoLir3
livsfarligst	lifsfoLikst
livsfarligste	lifsfoLikst3
livsglad	lifsglo
livstruende	lifstr33n3
livsviktig	lifsvikti
livsviktige	lifsvikti3
livsviktigere	lifsviktir3
livsviktigst	lifsviktikst
livsviktigste	lifsviktikst3
livvakt	livokt
ljome	yum3
lo	lu
lodde	lod3
lodden	lod3n
loddrett	lodrEt
loe	lu3
loff	luf
logisk	lugisk
logn	lEyn
logre	logr3
lojal	loyol
lokal	lukol
lokalisere	lukoliser3
lokalsamtale	lukolsomtol3
lokaltog	lukoltog
lokke	lok3
lomme	lom3 lume
lommekjent	lum3SEnt
loppe	lop3
loppemarked	lop3morkEd
lose	lus3
losje	luS3
loslitt	luSLit
losse	los3
louis	l3is
lov	lov
love	lov3
lovende	lov3n3
lovfeste	lovfEst3
lovlig	lovli
lovlige	lovli3
lovligere	lovlir3
lovligst	lovlikst
lovligste	lovlikst3
lovlydig	lovlidi
lovlydige	lovlidi3
lovlydigere	lovlidir3
lovlydigst	lovlidikst
lovlydigste	lovlidikst3
lovstridig	lovstridi
lovstridige	lovstridi3
lovstridigere	lovstridir3
lovstridigst	lovstridikst
lovstridigste	lovstridikst3
lubben	l3bn l3b3n
lue	l33
luft	l3ft
luft i magen	l3ftimog3n
lufte	l3ft3
luftforurensning	l3ftfor3rEnsniN
lugar	l3gor
lugge	l3g3
luguber	l3g3b3r
luke	l3k3
lukke	luk3
lukrativ	l3krotiv
luksuriøs	l3ks3ries
lukt	l3kt
lukte	lukt3
lummer	lum3r
lummert	lum3t
lumpen	lump3n
lumsk	lumsk
lun	l3n
lunde	l3nd3
lune	l3n3
lunefull	l3n3f3l
lunge	luN3
lungebetennelse	luN3bEtEnEls3
lunken	luNk3n
lunsj	lEnS
lunte	l3nt3
lur	l3r
lure	l3r3
lurvete	l3rv3t3
luse	l3s3
lusen	l3s3n
luske	l3sk3
lut	l3t
lute	l3t3
lutrygga	l3trig3t
lutrygget	l3trig3t
luxembourgsk	l3ks3mb3rksk
ly	li
lyd	lid
lyde	lid3
lydig	lidi
lydige	lidi3
lydigere	lidir3
lydigst	lidikst
lydigste	lidikst3
lydløs	lidles
lykke	lik3
lykkelig	lik3li
lykkelige	lik3li3
lykkeligere	lik3lir3
lykkeligst	lik3likst
lykkeligste	lik3likst3
lykkes	lik3s
lykkeønskning	likEnskniN
lyn	lin
lyne	lin3
lyngen	liNn
lynsje	linS3
lys	lis
lysbryter	lisbrit3r
lyse	lis3
lyseblå	lis3
lyskaster	liskost3r
lyske	lisk3
lyskebrokk	lisk3brok
lysmåler	lismol3r
lyspære	lispEr3
lyssky	lisSi
lyst	list
lystbetont	listb3tunt
lysten	list3n
lystig	listi
lystige	listi3
lystigere	listir3
lystigst	listikst
lystigste	listikst3
lystre	listr3
lytte	lit3
lytter	lit3r
lyve	liv3
låg	log
låne	lon3
lår	lor
låse	los3
låt	lot
låte	lot3
lærd	lEd
lære	lEr3
lærer	lEr3r
lærerik	lEr3rik
lærevillig	lEr3vili
lærevillige	lEr3vili3
lærevilligere	lEr3vilir3
lærevilligst	lEr3vilikst
lærevilligste	lEr3vilikst3
løfte	lEft3
løgn	lEyn
løk	lek
lønn	lEn
lønne	lEn3
lønnsom	lEnsom
løp	lep
løpe	lep3
løpende	lepn3
løpsk	lEpsk
lørdag	ledog
lørdager	ledog3r
løs	les
løse	les3
løslate	leslot3
løsrive	lesriv3
løssluppen	lesSLup3n
løstenner	lesthEn3r
løye	lEy3
løype	lEyp3
